"seqnames";"start";"end";"width";"strand";"Conc";"Conc_dex";"Conc_veh";"Fold";"p.value";"FDR";"MPIPSYKL_003787";"MPIPSYKL_004171";"MPIPSYKL_002604";"MPIPSYKL_004054";"MPIPSYKL_001113";"MPIPSYKL_004100";"MPIPSYKL_003331";"MPIPSYKL_003520";"MPIPSYKL_004215";"MPIPSYKL_001946";"MPIPSYKL_004251";"MPIPSYKL_002802";"MPIPSYKL_003162";"MPIPSYKL_002658";"MPIPSYKL_002613";"MPIPSYKL_003231";"MPIPSYKL_002533";"MPIPSYKL_002418";"MPIPSYKL_001109";"MPIPSYKL_001786";"MPIPSYKL_003934";"MPIPSYKL_004246";"MPIPSYKL_001547";"MPIPSYKL_000637";"MPIPSYKL_001386";"MPIPSYKL_002468";"MPIPSYKL_002088";"MPIPSYKL_000972";"MPIPSYKL_003785";"MPIPSYKL_001389";"MPIPSYKL_003155";"MPIPSYKL_000708";"MPIPSYKL_001886";"MPIPSYKL_003013";"MPIPSYKL_000988";"MPIPSYKL_003472";"MPIPSYKL_003911";"MPIPSYKL_001701";"MPIPSYKL_002383";"MPIPSYKL_001766";"MPIPSYKL_002852";"MPIPSYKL_001263";"MPIPSYKL_003353";"MPIPSYKL_001667";"MPIPSYKL_002319";"MPIPSYKL_001048";"MPIPSYKL_002095";"MPIPSYKL_000637.1";"MPIPSYKL_002418.1";"MPIPSYKL_001701.1";"MPIPSYKL_003231.1";"MPIPSYKL_001263.1";"MPIPSYKL_001786.1";"MPIPSYKL_001946.1";"MPIPSYKL_000972.1";"MPIPSYKL_003331.1";"MPIPSYKL_003520.1";"MPIPSYKL_000988.1";"MPIPSYKL_004171.1";"MPIPSYKL_001766.1";"MPIPSYKL_003353.1";"MPIPSYKL_002319.1";"MPIPSYKL_001109.1";"MPIPSYKL_004251.1";"MPIPSYKL_000708.1";"MPIPSYKL_002095.1";"MPIPSYKL_002468.1";"MPIPSYKL_003472.1";"MPIPSYKL_004054.1";"MPIPSYKL_002802.1";"MPIPSYKL_003934.1";"MPIPSYKL_002383.1";"MPIPSYKL_004215.1";"MPIPSYKL_001113.1";"MPIPSYKL_001667.1";"MPIPSYKL_003013.1";"MPIPSYKL_001048.1";"MPIPSYKL_001389.1";"MPIPSYKL_003155.1";"MPIPSYKL_001886.1";"MPIPSYKL_003787.1";"MPIPSYKL_004246.1";"MPIPSYKL_002852.1";"MPIPSYKL_002613.1";"MPIPSYKL_003911.1";"MPIPSYKL_002604.1";"MPIPSYKL_002533.1";"MPIPSYKL_001547.1";"MPIPSYKL_004100.1";"MPIPSYKL_001386.1";"MPIPSYKL_003162.1";"MPIPSYKL_002658.1";"MPIPSYKL_004198";"MPIPSYKL_003785.1";"MPIPSYKL_002088.1"
"6";132814071;132814471;401;"*";1,68;0,31;2,36;-1,6;0,035;0,0704;0;0;0;0;0;6,41;0;0;0;4,63;0;0;0;0;0;0;0;0;0;0;1,78;0;0;0;0;0;4,99;0;0;0;0;0;14,67;0;0;0;0;0;0;9,28;0;0;5,78;2,41;0;0;8,19;31,43;0;15,62;0;0;0;0;0;0;0;18,3;0;0;0;0;0;0;53,41;0;0;0;28,4;0;0;0;0;0;0;0;14,68;0;0;19,45;0;0;0;20,4;0;0;0;0;1,91;0;0;0;0;12,3;29,92
"KI270736.1";157637;158037;401;"*";5,65;5,25;5,97;-0,66;0,0351;0,0707;53,1;31,62;76,18;26,72;121,89;3,73;0;12;47,72;4,97;122,02;4,82;95,1;0,81;49,22;18,72;40,28;119,21;11,15;87,66;11,41;60,43;0;89,03;19,34;50,97;6,42;70,39;14,81;0;45,85;56,63;22,01;65,4;26,74;54,59;96,46;19,97;5,7;16,34;1,11;4,51;7,61;0;85,6;22,69;5,35;117,87;25,56;17,13;0;0;69,02;45,63;118,36;56,78;21,97;57,5;98,92;0;45,58;135,7;112,37;89,15;0;46,5;139,29;73,42;29,85;89,99;23,73;0;56,77;17,32;0;56,52;62,72;118,45;108,63;0;64,55;107,13;0;41,43;134,45;190,43;158,36;28,29;87,96;0;104,02;127,58;58,15;26,37;35,9
"KI270723.1";36731;37131;401;"*";3,15;2,79;3,44;-0,62;0,0357;0,0716;12,5;7,35;22,51;3,82;4,88;1,4;6,35;0,92;7,42;1,13;14,19;6,42;36,81;0,4;4,76;11,52;8,95;9;13,94;7,79;2,85;10,32;0;18,11;7,25;1,38;1,43;10,22;2,02;2,42;0;7,9;2,45;8,18;5,73;0;37,74;5,33;0;2,97;1,99;3,39;0,79;0,8;4,51;3,78;1,26;20,95;0;2,02;0;14,76;3,29;2,85;23,09;13,03;3,66;14,38;4,3;21,45;16,74;32,67;5,69;0;0;19,37;13,27;19,58;2,18;24,32;15,82;10,01;20,27;0;0;13,82;5,34;20,16;24,83;7,78;13,83;15,3;0;3,82;33,61;10,02;6,21;4,71;5,74;0;13,87;29;0;4,1;3,59
"KI270588.1";2549;2949;401;"*";2,23;1,24;2,8;-1,38;0,0357;0,0716;0;10,3;22,51;8,59;0;4,19;0;0;0;1,13;0;0;0;5,24;0;0;0;0;0;0;0;0;0;25,65;0;0;0;0;0;8,07;0;0;0;0;3,18;0;0;0;0;0;3,76;9,03;2,1;7,23;0;0;0;0;0;0;0;0;0;54,19;0;6,52;0;0;0;0;22,32;17,59;4,27;0;0;0;0;34,26;17,47;0;19,78;0;0;0;0;0;22,68;37,8;0;0;0;0;31,67;1,27;0;30,07;0;0;21,03;0;0;0;0;0;13,16
"KI270304.1";816;1216;401;"*";2,06;1,59;2,41;-0,83;0,0358;0,0718;3,12;2,21;6,93;0,95;29,25;0,12;0;0;5,3;0,45;0;12,85;9,2;0,81;4,76;1,44;1,12;15,74;0;7,79;0,36;4,42;0;10,56;2,42;0;0,71;0;0,67;0,81;1,64;1,32;0;2,04;5,09;3,41;0;0;0;0,37;0,22;0;0,53;1,61;0;2,52;0,31;5,24;25,56;1,01;11,82;0;0;2,85;2,89;2,79;0;7,84;4,3;0;2,79;5,03;0;0;0;3,87;6,63;9,79;0;19,46;0;0;24,33;38,11;0;8,79;12,01;0;0;1,3;9,22;5,1;0;5,1;6,72;0;3,11;4,71;3,82;3,55;0;5,8;6,46;1,76;3,59
"21";9838929;9839329;401;"*";2,65;1,49;3,27;-1,38;0,0363;0,0726;0;3,68;0;0;0;0;0;0;14,85;0;0;0;0;0;0;12,96;0;31,49;0;5,84;0;0;0;13,58;0;0;0;14,76;0;0;0;0;0;0;8,28;0;0;17,31;0;8,91;0;0;0;0;0;0;0;44,53;0;7,56;0;44,27;0;0;0;3,72;0;27,44;0;0;5,58;50,26;9,96;0;22,89;0;0;0;10,92;0;0;73,41;0;0;0;22,61;0;0;6,21;0;0;5,1;0;4,46;0;30,07;27,95;0;0;49,69;0;0;12,92;3,52;0
"KI270729.1";25379;25779;401;"*";2,5;1,67;3,02;-1,1;0,0364;0,0727;11,45;7,35;0;2,86;0;0,58;0;0;0;1,47;17,03;0;12,27;1,21;0;0;7,83;26,99;0;0;0;0;0;0;7,25;0;0;9,08;0;3,23;0;13,17;1,22;0;3,82;0;0;6,66;3,8;0,74;0,44;7,9;1,31;0;0;0;1,57;7,86;12,78;4,03;0;39,35;0;0;28,87;0;0;10,45;10,75;0;0;0;14,22;0;0;0;0;0;7,28;0;0;0;0;0;37,97;0;0;0;0;7,78;41,5;0;7,92;5,74;80,67;0;21,74;0;13,39;0;0;29;0;0;8,38
"6";28940907;28941307;401;"*";3,5;2,27;4,15;-1,42;0,0366;0,0731;11,45;0;34,63;12,4;0;10,49;0;0;0;5,08;0;0;0;0;0;0;0;0;0;0;12,13;0;0;0;0;0;0;0;11,11;0;0;13,17;26,9;0;18,46;0;0;25,3;0;4,83;0;0;10,76;16,06;0;0;13,7;0;0;6,55;0;0;0;0;0;86,57;0;0;0;0;53,02;17,59;25,6;53,49;133,52;0;0;0;111,4;0;0;40,04;0;0;0;56,52;53,37;0;0;0;0;43,36;0;72,02;0;0;0;0;26,77;0;0;0;0;16,99;53,85
"6";28896065;28896465;401;"*";3,53;2,35;4,16;-1,4;0,0371;0,0739;0;0;0;19,08;0;7,11;0;0;0;3,5;0;0;0;0;0;0;20,14;0;0;0;2,14;0;0;0;0;0;13,56;0;14,81;0;0;28,98;29,96;0;19,1;0;0;19,97;0;9,28;0;0;8,4;0;0;31,51;12,91;44,53;0;0;0;0;0;22,82;0;64,23;0;0;0;0;64,18;0;59,74;0;76,3;0;0;0;72,81;0;98,89;0;28,38;0;0;60,29;42,7;0;0;7,78;0;38,26;0;64,37;0;0;0;0;53,54;0;0;0;0;15,23;44,28
"1";44721546;44721946;401;"*";4,34;3,06;4,99;-1,47;0,0372;0,074;0;9,56;0;20,99;0;19,58;31,77;0;9,54;7,9;0;0;0;0;0;0;0;0;0;0;10,7;0;0;0;0;0;14,27;0;4,38;0;0;25,02;12,84;0;19,1;0;0;87,87;0;13,74;2,21;0;9,45;72,26;0;0;20,63;0;0;0;0;0;167,62;165,41;0;59,57;0;0;0;0;55,81;40,21;0;139,08;312,83;0;0;0;115,77;0;0;0;0;0;0;0;53,37;0;0;0;0;30,61;0;138,31;0;0;0;0;61,19;0;0;139,18;0;12,89;34,71
"16";33338522;33338922;401;"*";4,59;3,91;5,04;-0,96;0,0372;0,074;20,83;11,77;0;12,4;73,14;0;23,83;5,54;23,33;0,45;0;0;67,49;4,84;23,82;0;19,02;31,49;47,4;35,06;4,64;35,37;0;0;0;0;0;0;1,01;0;21,29;23,71;12,23;0;14,64;0;50,33;0;32,32;0;0;48,53;2,63;4,82;45,06;8,82;0;0;41,54;0;0;260,67;19,72;31,37;0;22,34;47,61;44,43;32,26;0;20,46;25,13;34,14;0;41,96;0;0;0;26,94;0;27,69;66,74;56,77;31,18;15,19;0;16,01;0;124,15;29,82;78,39;66,32;0;7,65;67,22;0;55,89;47,15;0;0;31,21;69,59;135,69;1,76;0
"16";3152761;3153161;401;"*";2,78;1,37;3,47;-1,61;0,0374;0,0744;0;0;0;0;0;5,24;0;0;0;1,81;0;12,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,44;18,95;0;13,37;0;0;9,32;0;10,4;0;0;3,15;0;0;17,65;9,92;0;0;0;0;0;46,01;17,11;0;73,54;0;0;0;0;42,79;45,23;0;0;0;0;0;0;72,08;0;0;0;0;0;0;41,45;34,69;0;0;0;0;28,06;0;66,29;0;0;0;0;30,6;0;0;0;0;12,3;20,34
"KI270732.1";30359;30759;401;"*";4,62;3,92;5,08;-0,99;0,0376;0,0747;44,77;3,68;36,36;0;0;2,21;22,24;0;0;1,13;87,97;0;110,44;0;22,23;0;11,19;38,24;44,62;37,01;0;0;0;55,83;0;0;7,13;21,57;10,77;13,72;0;48,73;0;0;0;0;0;0;0;8,54;2,43;30,47;5,51;0;15,77;23,95;4,88;39,29;0;14,11;0;83,61;0;0;28,87;43,75;0;27,44;45,16;0;44,65;87,96;75,38;131,95;0;0;53,06;0;0;77,83;0;0;12,16;55,43;22,78;64,06;18,68;83,17;77,59;18,15;92,22;0;0;17,21;201,67;0;43,47;0;19,12;46,14;48,54;0;0;27,54;19,15
"1";149886789;149887189;401;"*";2,44;0,53;3,22;-1,99;0,0382;0,0756;0;0;0;0;0;9,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,36;0;0;0;2,45;0;4,46;0;0;15,98;0;0;0;0;0;28,9;0;0;4,57;0;0;0;0;0;85,45;51,33;0;5,59;0;0;0;0;0;0;0;35,66;91,56;0;0;0;40,77;0;0;0;0;0;3,8;0;9,34;0;0;0;0;0;0;42,07;0;0;0;0;0;0;0;81,19;0;0;0
"KI270754.1";35644;36044;401;"*";4,33;3,94;4,63;-0,66;0,0383;0,0758;3,12;8,82;53,67;21,94;19,5;1,75;14,3;3,69;13,79;2,26;102,16;9,64;52,15;0;3,18;11,52;4,48;65,23;22,31;38,96;2,5;5,9;0;6,04;9,67;11,02;4,99;12,49;11,78;8,07;21,29;30,29;7,95;2,04;3,82;20,47;41,94;7,99;28,52;2,97;2,21;11,29;7,09;0;0;5,04;2,52;20,95;60,71;6,05;23,63;0;0;0;17,32;37,23;58,6;3,92;10,75;0;45,58;17,59;34,14;21,4;30,52;0;0;34,26;28,4;19,46;47,47;26,7;56,77;6,93;0;16,33;12,01;25,2;62,07;12,96;32,28;0;75,2;4,46;0;140,32;59;0;40,16;39,04;20,8;0;0;25,19;15,56
"KI270744.1";125128;125528;401;"*";3,55;3;3,94;-0,84;0,0397;0,0779;0;0;8,66;5,72;39,01;2,1;6,35;0;11,67;1,47;0;12,85;6,14;3,23;7,94;12,96;0;56,23;0;27,27;3,21;2,95;0;18,11;0;12,4;0;10,22;4,71;1,61;0;18,44;0;34,74;8,91;0;20,97;9,32;0;0;0;0;0;4,01;0;22,69;1,26;10,48;31,95;3,53;19,7;34,43;0;31,37;0;13,03;0;9,15;6,45;0;12,09;12,57;0;14,26;0;0;33,16;63,63;16,75;41,35;11,87;13,35;24,33;20,79;0;12,56;10,67;0;0;0;0;2,55;15,83;10,2;40,33;65,15;21,74;0;15,3;42,59;0;46,39;25,85;5,27;0
"10";22229342;22229742;401;"*";3,24;2,21;3,83;-1,27;0,0399;0,0782;12,5;5,88;0;0;0;6,41;17,47;0;0;1,69;0;0;0;0;14,29;0;0;0;0;0;8,56;0;0;0;0;0;0;0;8,75;0;0;23,71;20,79;0;14,64;0;0;10,65;0;9,28;0;0;8,4;11,24;0;35,29;7,24;0;0;5,04;0;0;29,58;28,52;0;67,02;0;0;0;0;44,65;0;48,36;35,66;45,78;0;0;0;66,26;0;0;56,73;0;0;0;69,08;18,68;0;0;0;0;20,41;0;59,91;0;0;0;0;49,72;0;0;0;0;12,89;25,13
"15";65304630;65305030;401;"*";3,46;1,95;4,17;-1,68;0,0406;0,0794;0;0;0;0;0;15,03;0;0;0;5,87;0;0;0;0;0;0;0;0;0;0;3,92;0;0;0;0;0;0;0;9,42;0;0;0;15,29;0;0;0;0;55,92;0;8,91;0;0;6,04;47,37;0;0;13,38;0;0;0;0;0;134,75;62,74;0;40,96;0;0;0;0;30,7;0;0;0;221,27;0;0;0;74,27;0;0;0;0;0;0;18,84;52,04;0;0;0;0;20,41;0;80,95;0;0;0;0;19,12;0;0;81,19;0;15,23;9,57
"6";26521062;26521462;401;"*";3,5;2,35;4,13;-1,36;0,0406;0,0795;13,54;11,77;8,66;0;0;7,57;0;0;0;4,18;0;0;0;0;0;0;16,78;0;0;21,43;6,06;0;0;0;0;0;10,7;0;5,72;0;0;32,93;22,62;0;28,01;0;0;0;0;11,51;0;0;11,29;0;0;11,34;15,12;60,24;0;0;0;0;69,02;17,11;31,75;78,19;0;0;0;0;76,27;0;46,94;0;72,48;0;0;0;0;0;0;23,36;0;0;0;76,62;65,38;0;0;0;0;0;0;72,02;0;0;0;0;70,75;0;0;0;0;19,33;58,64
"14";22929536;22929936;401;"*";3,49;2,39;4,1;-1,33;0,0407;0,0796;10,41;0;0;7,63;0;7,57;0;0;0;4,63;0;0;0;0;19,05;0;0;11,25;0;0;9,63;0;0;0;0;0;0;5,68;10,77;0;0;47,41;30,57;0;20,37;0;0;15,98;0;12,26;0;0;5,78;7,23;0;10,08;10,24;49,77;0;0;0;0;62,45;42,78;0;80,98;0;0;0;0;49,3;12,57;52,63;0;0;0;0;0;80,82;0;0;0;0;0;0;79,13;56,04;0;0;0;0;43,36;0;80,95;0;0;0;0;68,84;0;0;0;0;22,26;41,89
"1";148038544;148038944;401;"*";2,37;1,06;3,04;-1,46;0,0408;0,0796;0;0;0;8,59;0;6,64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,03;0;0;0;11,62;0;7,64;0;0;14,65;0;7,8;0,22;0;5,25;24,89;0;0;7,72;0;0;6,05;0;0;55,87;31,37;0;22,34;0;0;0;0;15,81;0;0;60,62;26,7;0;0;0;45,87;0;0;0;0;0;0;15,07;20,02;0;0;0;0;0;0;37,6;0;0;0;0;40,16;0;0;0;0;0;16,75
"17";8125570;8125970;401;"*";2,19;0,59;2,91;-1,74;0,0409;0,0798;0;0;0;0;0;4,19;0;0;0;3,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,27;0;0;0;0;0;12,84;0;14,64;0;0;0;0;8,54;0;0;3,94;0;0;0;8,66;0;0;0;0;0;0;0;0;50,27;0;0;0;0;22,32;0;41,25;17,83;0;0;0;0;60,43;0;0;0;0;0;0;35,17;0;0;0;0;0;28,06;0;43,98;0;0;0;0;24,86;0;0;0;0;11,13;26,33
"KI270733.1";155406;155806;401;"*";0,39;0;0,94;-1,22;0,0411;0,0801;0;0;0;1,91;0;0,23;0;0;1,06;0;0;0;0;0;1,59;0;5,59;0;0;3,9;0;1,47;0;1,51;4,84;0;0;1,14;0;0;0;1,32;0;0;0,64;0;0;2,66;0;0,37;0;4,51;0;0;0;0;0;2,62;3,2;1,01;0;0;0;0;0;0,93;0;0;6,45;8,58;0,93;0;0;0;0;0;0;0;0;0;0;0;0;3,46;0;0;0;0;3,1;1,3;0;7,65;0;0;0;0;21,74;4,71;13,39;10,65;0;0;0;0;2,39
"1";161612518;161612918;401;"*";2,22;1,04;2,85;-1,35;0,0425;0,0826;5,21;0;0;0;0;6,06;0;0;0;2,6;0;0;0;0;0;0;0;0;0;0;4,99;0;0;0;0;0;9,99;0;8,08;0;0;0;11,01;0;0;0;0;7,99;0;13,74;0;0;5,51;0;0;15,12;6,3;0;0;14,11;0;0;0;0;0;39,1;0;16,99;0;0;15,81;0;0;0;45,78;0;0;0;53,15;12,16;0;0;0;0;0;28,89;24,02;0;0;6,48;0;0;0;41,43;0;0;0;0;13,39;0;0;0;0;15,82;17,95
"KI270732.1";2117;2517;401;"*";3,91;3,11;4,41;-1,1;0,0431;0,0835;16,66;0;41,55;0;0;1,86;0;0;8,48;3,39;0;20,88;85,9;15,33;31,76;0;17,9;0;36,25;0;0;0;0;37,73;0;0;13,56;0;10,1;0;0;23,71;2,45;14,31;0;0;0;0;0;4,46;8,4;0;2,89;0;6,76;0;1,89;13,1;0;4,54;0;29,51;0;0;0;33,51;0;0;10,75;0;39,07;72,88;58,32;28,53;0;23,25;112,76;0;3,64;0;0;0;85,15;0;0;50,24;36,03;73,08;0;11,67;0;25,51;170,2;5,1;67,22;50,11;0;0;0;0;0;0;0;0;17,95
"16";636573;636973;401;"*";3,49;2,5;4,06;-1,23;0,0432;0,0837;0;13,24;24,24;13,36;0;8,51;0;0;0;2,37;0;0;0;0;0;0;20,14;0;0;0;3,57;14,74;0;0;0;0;0;0;7,4;0;0;26,34;24,46;0;25,46;0;0;10,65;0;10,77;2,43;0;4,46;8,83;0;32,77;11,81;52,39;0;0;0;0;6,57;0;0;64,23;0;14,38;0;0;57,67;0;55,47;0;49,59;0;0;0;69,17;0;63,29;0;32,44;0;0;79,13;42,7;0;0;0;0;28,06;0;66,92;0;0;0;0;47,81;0;0;0;0;14,65;55,05
"17";58631500;58631900;401;"*";3,54;2,06;4,24;-1,62;0,0434;0,084;0;0;0;12,4;0;16,08;0;0;5,3;6,09;0;0;0;0;0;0;0;0;0;0;6,06;0;0;0;0;0;0;0;0;0;0;0;8,56;0;17,19;0;0;43,94;0;0;0;0;16,28;32,11;0;18,91;13,7;0;0;0;0;0;0;91,26;0;35,37;0;0;0;0;40,93;0;0;114,11;251,79;0;0;0;85,19;0;0;0;0;0;0;17,58;38,7;0;0;0;0;0;0;83,5;0;0;0;0;43,98;0;0;69,59;0;14,65;19,15
"9";35657725;35658125;401;"*";3,05;1,68;3,73;-1,54;0,0437;0,0845;0;5,88;0;0;0;5,71;0;0;0;4,63;0;0;0;0;0;0;0;0;0;0;8,2;0;0;0;53,19;0;0;0;4,71;0;0;0;18,34;0;0;0;0;15,98;0;13,74;0;0;6,83;4,82;0;0;8,98;0;0;0;0;0;65,73;0;0;34,44;0;0;0;0;48,37;0;27,02;0;41,96;0;0;0;73,54;0;0;0;0;0;0;35,17;28,02;0;0;0;0;0;0;110,26;0;0;0;0;36,33;70,98;0;0;0;12,89;51,46
"KI270754.1";39140;39540;401;"*";4,01;3,53;4,36;-0,75;0,0453;0,0871;8,33;0;0;0;4,88;1,51;33,36;0;8,48;0;25,54;4,82;30,68;4,03;26,99;0;23,5;42,73;61,35;9,74;0;0;0;31,69;7,25;15,15;14,27;4,54;1,68;25,03;9,82;5,27;5,5;32,7;4,46;10,24;16,78;5,33;1,9;3,71;0;20,31;0;6,42;33,79;0;1,57;55;70,3;7,56;0;54,1;0;19,96;17,32;11,17;0;10,45;21,5;4,29;10,23;52,77;46,94;3,57;0;42,62;13,27;9,79;8,74;19,46;0;13,35;0;45,03;22,78;23,86;0;88,21;65,18;11,67;23,05;40,81;0;11,47;33,61;0;43,47;9,43;13,39;28,39;0;17,4;0;0;17,95
"6";28863529;28863929;401;"*";2,24;0,65;2,97;-1,65;0,0456;0,0876;0;5,88;0;0;0;3,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,71;0;0;0;12,23;0;9,55;0;0;0;0;6,69;0;0;7,35;0;0;17,65;5,98;0;0;0;0;0;0;0;0;36,3;0;0;0;0;29,77;0;31,29;35,66;0;0;0;0;50,24;0;0;0;0;0;0;37,68;32,02;0;0;0;0;25,51;0;50,35;0;0;0;0;21,03;0;0;0;0;0;25,13
"KI270719.1";174474;174874;401;"*";4,78;4,21;5,18;-0,84;0,0462;0,0886;14,58;17,65;67,53;0;0;0,82;9,53;0;29,7;0;113,51;0;76,69;0;17,47;0;24,62;83,22;36,25;25,32;0;25,06;0;43,76;24,18;11,02;17,12;13,62;8,41;17,76;0;31,61;12,84;0;7,64;0;0;0;7,61;8,54;6,85;36,12;7,88;9,63;36,04;25,21;1,42;44,53;0;12,6;0;186,9;0;0;72,17;32,58;0;44,43;25,8;0;25,11;45,23;32,71;99,85;22,89;0;49,75;39,16;0;34,05;0;63,4;113,53;0;41,76;0;9,34;85,69;86,9;23,34;59,94;61,22;63,33;0;67,22;85,19;59;0;66,93;0;0;0;58,15;0;32,31
"GL000009.2";200658;201058;401;"*";3,96;3,33;4,39;-0,88;0,047;0,0901;14,58;10,3;39,82;10,5;0;1,86;0;0;18,03;3,84;8,51;28,91;12,27;5,24;15,88;0;15,67;58,48;30,67;0;7,49;10,32;36,52;18,11;0;0;0;17,03;5,38;9,69;0;21,07;1,83;0;0;0;0;0;13,31;6,31;5,31;0;0;1,61;24,78;18,91;1,57;34,05;0;0;0;0;0;0;49,07;30,72;0;0;0;55,78;0;67,85;7,11;0;53,41;0;0;0;17,47;0;35,6;0;85,15;0;0;45,22;28,02;52,92;0;16,85;27,67;48,46;0;17,21;0;60,14;0;51,86;47,81;0;34,67;115,98;0;3,52;16,75
"1";146051912;146052312;401;"*";2,86;1,53;3,52;-1,49;0,0472;0,0903;0;5,15;0;0;0;9,44;9,53;0;0;1,47;0;0;0;0;0;0;0;0;0;0;3,57;0;0;0;0;0;0;0;3,03;0;0;0;0;0;10,19;0;0;30,62;0;4,46;0;0;12,08;23,28;0;11,34;11,34;0;0;0;0;0;92,02;82,71;0;33,51;0;0;0;0;22,32;20,1;9,96;0;87,74;0;0;0;58,25;0;0;0;0;0;0;0;42,7;0;0;0;0;0;0;68,2;0;0;0;0;0;0;0;0;0;15,82;19,15
"6";26553808;26554208;401;"*";3,09;1,65;3,78;-1,55;0,0483;0,0923;0;10,3;0;0;0;9,79;0;0;0;4,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,1;0;0;17,12;16,51;0;12,73;0;0;35,95;0;9,66;0;0;9,98;0;0;0;10,39;0;0;0;0;0;55,87;31,37;0;66,09;0;0;0;0;65,11;0;36,98;0;26,7;0;0;0;0;0;55,38;0;0;0;0;41,45;76,06;0;0;0;0;0;0;98,15;0;0;0;0;49,72;0;0;0;0;11,13;46,67
"KI270712.1";57269;57669;401;"*";4,51;4,12;4,82;-0,66;0,0484;0,0923;23,95;7,35;24,24;18,13;0;1,51;14,3;0;15,91;1,47;19,86;27,3;122,71;11,7;31,76;0;0;60,73;61,35;13,64;0,71;29,48;30,43;34,71;12,09;8,26;7,13;12,49;2,02;15,34;0;35,56;1,83;12,26;17,83;27,29;8,39;15,98;9,51;5,94;0;28,22;2,63;0,8;27,03;11,34;3,31;0;57,52;10,08;0;113,12;23,01;19,96;0;16,76;29,3;31,36;8,6;12,87;13,95;17,59;55,47;0;49,59;58,12;0;0;6,55;43,78;0;0;0;34,64;30,37;22,61;16,01;45,36;58,97;10,37;92,22;28,06;95;14,02;87,39;0;93,15;0;42,07;21,29;38,14;0;32,31;7,03;15,56
"KI270311.1";561;961;401;"*";0,91;0;1,47;-1,1;0,049;0,0932;6,25;0,74;0;0,95;0;0;1,59;0;6,36;0,9;0;0;0;0;0;0;1,12;4,5;0;0;0;0;0;0;0;0;0;1,14;0,34;1,61;9,82;0;1,83;0;0;0;0;5,33;0;1,49;0;0;1,31;0;0;0;0;0;0;2,52;0;0;0;5,7;5,77;0;0;9,15;0;0;10,23;7,54;0;0;3,81;0;0;0;0;0;0;0;12,16;0;0;0;2,67;5,04;3,1;1,3;18,44;5,1;0;3,19;0;0;6,21;0;0;0;0;29;0;1,76;0
"11";76235553;76235953;401;"*";4,39;3,47;4,93;-1,15;0,051;0,0966;9,37;10,3;25,97;30,53;0;13,28;0;0;0;5,98;0;0;0;0;0;0;30,21;0;0;0;13,2;0;0;0;0;17,91;12,13;0;15,82;0;0;59,27;50,75;55,18;26,74;0;0;11,98;0;19,31;0;37,24;16,8;10,44;0;31,51;17,79;89,06;0;0;0;0;39,44;17,11;0;126,6;0;30,06;0;0;108,83;30,16;92,45;142,64;34,33;0;0;0;143,44;0;71,2;0;52,71;0;0;119,32;70,72;0;0;0;0;0;0;114,73;0;0;0;0;101,35;0;0;0;0;29,88;50,26
"1";28648494;28648894;401;"*";3,94;2,98;4,51;-1,19;0,0518;0,0978;0;21,33;22,51;11,45;0;20,27;0;0;0;6,77;0;0;0;8,87;0;0;0;0;0;0;9,27;0;0;0;0;0;23,54;0;14,81;0;0;36,88;15,9;0;17,83;0;0;49,26;0;10,4;3,1;0;12,6;46,57;0;20,17;18,11;0;0;2,52;0;0;134,75;91,26;0;50,27;0;0;0;0;66,97;22,62;18,49;78,45;190,75;0;0;0;88,1;0;0;0;0;0;0;32,66;65,38;0;0;0;0;15,3;0;84,13;0;0;0;0;38,24;0;0;57,99;0;24,02;31,11
"1";16513851;16514251;401;"*";2,88;1,54;3,55;-1,47;0,0518;0,0978;0;0;29,43;0;0;7,22;0;0;0;3,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,71;0;0;15,8;6,73;0;0;0;0;38,61;0;0;0;0;2,89;20,07;0;0;7,87;0;0;5,54;0;0;115,03;59,89;0;32,58;0;0;0;0;17,67;0;5,69;0;129,71;0;0;0;39,32;0;0;3,34;0;0;0;0;28,02;0;0;0;0;0;0;36,97;0;0;0;0;40,16;0;0;11,6;0;13,48;23,93
"1";161621525;161621925;401;"*";3,18;2,29;3,72;-1,11;0,0518;0,0978;19,78;0;0;23,85;0;7,57;0;0;0;3,61;0;0;0;4,03;0;0;13,43;0;0;0;7,49;0;0;0;0;16,53;0;6,81;13,13;0;0;0;19,57;0;19,1;0;0;14,65;0;19,68;3,54;0;5,78;0;0;22,69;8,35;0;0;9,57;0;0;29,58;25,67;0;43,75;0;0;0;0;30,7;0;41,25;32,09;45,78;0;0;0;80,09;0;79,11;0;0;0;0;36,42;33,36;0;0;0;0;22,96;0;50,35;0;0;0;0;17,21;0;0;0;0;16,41;38,3
